sequence_id,type,start,end,strand,locus_tag_bakta,gene,flag,product,dbxrefs,name
chromosome,cds,2549542,2551221,-,CS12_02548,ycjM,cds,glucosylglycerate phosphorylase,"BlastRules:WP_000810499, EC:2.4.1.352, GO:0005975, GO:0110068, RefSeq:WP_000810500.1, SO:0001217, UniParc:UPI00015C4B35, UniRef:UniRef100_A0A061KC21, UniRef:UniRef50_P76041, UniRef:UniRef90_P76041",ycjM
chromosome,cds,2551434,2551748,-,CS12_02549,pspE,cds,thiosulfate sulfurtransferase PspE,"COG:COG0607, COG:P, EC:2.8.1.1, GO:0004792, GO:0030288, GO:0042597, RefSeq:WP_000473109.1, SO:0001217, UniParc:UPI0000132805, UniRef:UniRef100_P23857, UniRef:UniRef50_P23857, UniRef:UniRef90_P23857",pspE
chromosome,cds,2551823,2552044,-,CS12_02550,pspD,cds,phage shock protein PspD,"GO:0005737, GO:0005886, GO:0009271, KEGG:K03971, RefSeq:WP_001295585.1, SO:0001217, UniParc:UPI0000132802, UniRef:UniRef100_P0AFV8, UniRef:UniRef50_P0AFV8, UniRef:UniRef90_P0AFV8",pspD
chromosome,cds,2552053,2552412,-,CS12_02551,pspC,cds,envelope stress response membrane protein PspC,"COG:COG1983, COG:KT, GO:0005886, KEGG:K03973, RefSeq:WP_000907387.1, SO:0001217, UniParc:UPI00001327FB, UniRef:UniRef100_P0AFN2, UniRef:UniRef50_P0AFN2, UniRef:UniRef90_P0AFN2",pspC
chromosome,cds,2552412,2552636,-,CS12_02552,pspB,cds,envelope stress response membrane protein PspB,"GO:0005886, GO:0006355, GO:0009271, GO:0080135, RefSeq:WP_001274963.1, SO:0001217, UniParc:UPI00001327F5, UniRef:UniRef100_P0AFM9, UniRef:UniRef50_P0AFM9, UniRef:UniRef90_P0AFM9",pspB
chromosome,cds,2552690,2553358,-,CS12_02553,pspA,cds,phage shock protein PspA,"COG:COG1842, COG:TV, GO:0005829, GO:0005886, GO:0009271, KEGG:K03969, RefSeq:WP_000511025.1, SO:0001217, UniParc:UPI00001639B4, UniRef:UniRef100_P0AFM6, UniRef:UniRef50_P0AFM6, UniRef:UniRef90_P0AFM6",pspA
chromosome,cds,2553525,2554502,+,CS12_02554,pspF,cds,phage shock protein operon transcriptional activator,"COG:COG1221, COG:KT, GO:0000160, GO:0003677, GO:0005524, GO:0005667, GO:0005737, GO:0006355, GO:0016887, GO:0042802, GO:0043565, GO:0045892, GO:0045893, GO:0080135, RefSeq:WP_001301108.1, SO:0001217, UniParc:UPI0000132806, UniRef:UniRef100_P37344, UniRef:UniRef50_P37344, UniRef:UniRef90_P37344",pspF
chromosome,cds,2554622,2555887,-,CS12_02555,puuE,cds,4-aminobutyrate transaminase,"COG:COG0160, COG:E, EC:2.6.1.19, GO:0005829, GO:0009447, GO:0009448, GO:0009450, GO:0030170, GO:0034386, RefSeq:WP_000069229.1, SO:0001217, UniParc:UPI000012B8DD, UniRef:UniRef100_P50457, UniRef:UniRef50_P22256, UniRef:UniRef90_P50457",puuE
chromosome,cds,2555925,2557205,-,CS12_02556,puuB,cds,gamma-glutamylputrescine oxidase,"BlastRules:WP_000134870, COG:COG0665, COG:E, EC:1.4.3.-, GO:0005737, GO:0009447, GO:0016491, KEGG:K09471, RefSeq:WP_000134870.1, SO:0001217, UniParc:UPI0000130E6A, UniRef:UniRef100_P37906, UniRef:UniRef50_P37906, UniRef:UniRef90_P37906",puuB
chromosome,cds,2557207,2558694,-,CS12_02557,puuC,cds,aldehyde dehydrogenase PuuC,"COG:COG1012, COG:I, EC:1.2.1.5, GO:0004029, GO:0004030, GO:0009447, GO:0016620, GO:0033721, RefSeq:WP_001009090.1, SO:0001217, UniParc:UPI0000129289, UniRef:UniRef100_P23883, UniRef:UniRef50_P23883, UniRef:UniRef90_P23883",puuC
chromosome,cds,2558969,2559526,-,CS12_02558,puuR,cds,HTH-type transcriptional regulator PuuR,"COG:COG1396, COG:K, GO:0003677, GO:0003700, GO:0005829, GO:0009447, KEGG:K14056, RefSeq:WP_001278727.1, SO:0001217, UniParc:UPI000013A6D3, UniRef:UniRef100_P0A9U6, UniRef:UniRef50_P0A9U6, UniRef:UniRef90_P0A9U6",puuR
chromosome,cds,2559553,2560317,-,CS12_02559,puuD,cds,gamma-glutamyl-gamma-aminobutyrate hydrolase,"COG:COG2071, COG:E, EC:3.5.1.94, GO:0005829, GO:0009447, GO:0016787, GO:0033969, RefSeq:WP_001300506.1, SO:0001217, UniParc:UPI000013A6DD, UniRef:UniRef100_P76038, UniRef:UniRef50_P76038, UniRef:UniRef90_P76038",puuD
chromosome,cds,2560529,2561947,+,CS12_02560,puuA,cds,glutamate-putrescine ligase,"BlastRules:WP_001296746, COG:COG0174, COG:E, EC:6.3.1.11, GO:0004356, GO:0005524, GO:0006542, GO:0006598, GO:0009447, GO:0034024, RefSeq:WP_001296746.1, SO:0001217, UniParc:UPI000013A6DC, UniRef:UniRef100_P78061, UniRef:UniRef50_P78061, UniRef:UniRef90_P78061",puuA
chromosome,cds,2562250,2563635,+,CS12_02561,puuP,cds,putrescine/proton symporter PuuP,"BlastRules:WP_000996856, COG:COG0531, COG:E, GO:0005886, GO:0006865, GO:0006974, GO:0009447, GO:0015295, GO:0015489, GO:0015847, KEGG:K14052, RefSeq:WP_000996856.1, SO:0001217, UniParc:UPI000013A6DB, UniRef:UniRef100_P76037, UniRef:UniRef50_P76037, UniRef:UniRef90_P76037",puuP
chromosome,cds,2563769,2564014,+,CS12_02562,ymjA,cds,putative protein YmjA,"GO:0005829, RefSeq:WP_001015110.1, SO:0001217, UniParc:UPI000013B9E2, UniRef:UniRef100_P0ACV8, UniRef:UniRef50_P0ACV8, UniRef:UniRef90_P0ACV8",ymjA
chromosome,cds,2564327,2565970,+,CS12_02563,sapA,cds,ABC transporter substrate-binding protein SapA,"GO:0015833, GO:0016020, GO:0030288, GO:0043190, GO:0055052, GO:0055085, GO:1904680, KEGG:K19226, RefSeq:WP_001250216.1, SO:0001217, UniParc:UPI0000135547, UniRef:UniRef100_Q47622, UniRef:UniRef50_P36634, UniRef:UniRef90_Q47622",sapA
chromosome,cds,2565967,2566932,+,CS12_02564,sapB,cds,putrescine export ABC transporter permease SapB,"COG:COG4168, COG:V, EC:7.6.2.-, GO:0005886, GO:0015489, GO:0015833, GO:0015847, GO:0016020, GO:0055052, GO:0055085, GO:0071916, KEGG:K19227, RefSeq:WP_000583277.1, SO:0001217, UniParc:UPI000013554B, UniRef:UniRef100_P0AGH3, UniRef:UniRef50_P0AGH3, UniRef:UniRef90_P0AGH3",sapB
chromosome,cds,2566919,2567809,+,CS12_02565,sapC,cds,putrescine export ABC transporter permease SapC,"COG:COG4171, COG:V, GO:0005886, GO:0015031, GO:0015833, GO:0016020, GO:0055085, KEGG:K19228, RefSeq:WP_001146163.1, SO:0001217, UniParc:UPI000013554E, UniRef:UniRef100_P0AGH5, UniRef:UniRef50_P0AGH5, UniRef:UniRef90_P0AGH5",sapC
chromosome,cds,2567809,2568801,+,CS12_02566,sapD,cds,peptide ABC transporter ATP-binding protein SapD,"BlastRules:WP_001128868, COG:COG4170, COG:V, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0015031, GO:0015833, GO:0016887, RefSeq:WP_001128858.1, SO:0001217, UniParc:UPI0000135551, UniRef:UniRef100_P0AAH4, UniRef:UniRef50_P0AAH4, UniRef:UniRef90_P0AAH4",sapD
chromosome,cds,2568803,2569609,+,CS12_02567,sapF,cds,peptide ABC transporter ATP-binding protein SapF,"BlastRules:WP_000230462, COG:COG4167, COG:V, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0015031, GO:0015833, GO:0016887, GO:0055085, RefSeq:WP_000573407.1, SO:0001217, UniParc:UPI0000135555, UniRef:UniRef100_P0AAH8, UniRef:UniRef50_P0AAH8, UniRef:UniRef90_P0AAH8",sapF
chromosome,cds,2570398,2571186,+,CS12_02568,fabI,cds,enoyl-[acyl-carrier-protein] reductase FabI,"COG:COG0623, COG:I, EC:1.3.1.9, GO:0004318, GO:0009102, GO:0030497, GO:0042802, GO:0046677, RefSeq:WP_000506490.1, SO:0001217, UniParc:UPI0000110AFC, UniRef:UniRef100_P0AEK4, UniRef:UniRef50_P0AEK4, UniRef:UniRef90_P0AEK4",fabI
chromosome,cds,2571330,2572457,+,CS12_02569,yciW,cds,putative protein YciW,"RefSeq:WP_001335988.1, SO:0001217, UniParc:UPI00005F2968, UniRef:UniRef100_P76035, UniRef:UniRef50_P76035, UniRef:UniRef90_P76035",yciW
chromosome,cds,2572525,2574459,+,CS12_02570,rnb,cds,exoribonuclease II,"COG:COG4776, COG:K, EC:3.1.13.1, GO:0003723, GO:0005829, GO:0006401, GO:0006402, GO:0008859, RefSeq:WP_000484984.1, SO:0001217, UniParc:UPI0000134331, UniRef:UniRef100_P30850, UniRef:UniRef50_P30850, UniRef:UniRef90_P30850",rnb
chromosome,cds,2574695,2576680,+,CS12_02571,pdeR,cds,cyclic di-GMP phosphodiesterase,"EC:3.1.4.52, GO:0005525, GO:0010608, GO:0071111, RefSeq:WP_000859945.1, SO:0001217, UniParc:UPI000013A6CA, UniRef:UniRef100_P77334, UniRef:UniRef50_P77334, UniRef:UniRef90_P77334",pdeR
chromosome,cds,2576828,2577001,+,CS12_02572,yciZ,cds,UPF0509 protein YciZ,"RefSeq:WP_001288368.1, SO:0001217, UniParc:UPI00000DEB2C, UniRef:UniRef100_A5A614, UniRef:UniRef50_A5A614, UniRef:UniRef90_A5A614",yciZ
chromosome,cds,2577091,2577840,+,CS12_02573,yciT,cds,DNA-binding transcriptional regulator YciT,"COG:COG1349, COG:KG, GO:0003677, GO:0003700, GO:0005829, GO:0006355, GO:0006974, RefSeq:WP_001088621.1, SO:0001217, UniParc:UPI00000D0A7F, UniRef:UniRef100_Q7UCQ7, UniRef:UniRef50_P76034, UniRef:UniRef90_P76034",yciT
chromosome,cds,2578109,2578327,+,CS12_02574,osmB,cds,osmotically-inducible lipoprotein OsmB,"GO:0005886, GO:0019867, RefSeq:WP_000498253.1, SO:0001217, UniParc:UPI0000130EBC, UniRef:UniRef100_P0ADA7, UniRef:UniRef50_P0ADA7, UniRef:UniRef90_P0ADA7",osmB
chromosome,cds,2578453,2578779,-,CS12_02575,yciH,cds,stress response translation initiation inhibitor YciH,"COG:COG0023, COG:J, GO:0001731, GO:0002188, GO:0003743, GO:0043024, RefSeq:WP_001295580.1, SO:0001217, UniParc:UPI000013A6BE, UniRef:UniRef100_P08245, UniRef:UniRef50_P08245, UniRef:UniRef90_P08245",yciH
chromosome,cds,2578779,2579576,-,CS12_02576,pyrF,cds,orotidine-5'-phosphate decarboxylase,"COG:COG0284, COG:F, EC:4.1.1.23, GO:0004590, GO:0005829, GO:0006207, GO:0044205, SO:0001217, UniParc:UPI00005F296F, UniRef:UniRef100_P08244, UniRef:UniRef50_P08244, UniRef:UniRef90_P08244",pyrF
chromosome,cds,2579710,2580879,-,CS12_02577,lapB,cds,lipopolysaccharide assembly protein LapB,"COG:COG2956, COG:M, GO:0005506, GO:0005515, GO:0005829, GO:0005886, GO:0008653, GO:0009898, GO:0046872, GO:0046890, RefSeq:WP_000891353.1, SO:0001217, UniParc:UPI000013A6C4, UniRef:UniRef100_P0AB58, UniRef:UniRef50_P0AB58, UniRef:UniRef90_P0AB58",lapB
chromosome,cds,2580886,2581194,-,CS12_02578,lapA,cds,lipopolysaccharide assembly protein LapA,"BlastRules:WP_000876286, GO:0005886, GO:0008653, RefSeq:WP_000876286.1, SO:0001217, UniParc:UPI000013A6CB, UniRef:UniRef100_P0ACV4, UniRef:UniRef50_P0ACV4, UniRef:UniRef90_P0ACV4",lapA
chromosome,cds,2581343,2582107,-,CS12_02579,pgpB,cds,phosphatidylglycerophosphatase B,"COG:COG0671, COG:I, EC:3.1.3.27, GO:0000810, GO:0004609, GO:0005886, GO:0006655, GO:0008195, GO:0008654, GO:0008962, GO:0009279, GO:0009395, GO:0050380, KEGG:K01096, RefSeq:WP_001256538.1, SO:0001217, UniParc:UPI000013186D, UniRef:UniRef100_P0A924, UniRef:UniRef50_P0A924, UniRef:UniRef90_P0A924",pgpB
chromosome,cds,2582277,2582867,+,CS12_02580,ribA,cds,GTP cyclohydrolase-2,"COG:COG0807, COG:H, EC:3.5.4.25, GO:0003935, GO:0005525, GO:0005829, GO:0008270, GO:0009231, RefSeq:WP_001176295.1, SO:0001217, UniParc:UPI00000480CA, UniRef:UniRef100_P0A7I7, UniRef:UniRef50_P0A7I7, UniRef:UniRef90_P0A7I7",ribA
chromosome,cds,2582931,2585606,-,CS12_02581,acnA,cds,aconitate hydratase AcnA,"COG:C, COG:COG1048, EC:4.2.1.3, GO:0003729, GO:0003730, GO:0003994, GO:0005506, GO:0005737, GO:0005829, GO:0006097, GO:0006099, GO:0006101, GO:0006979, GO:0009061, GO:0030350, GO:0046872, GO:0051539, RefSeq:WP_000099507.1, SO:0001217, UniParc:UPI0001DB8F6A, UniRef:UniRef100_A0A0A6RU76, UniRef:UniRef50_P25516, UniRef:UniRef90_P25516",acnA
chromosome,ncRNA,2585736,2585938,-,CS12_02582,STnc180,ncRNA,Enterobacterial sRNA STnc180,"RFAM:RF02079, SO:0000655",STnc180
chromosome,cds,2585770,2585865,-,CS12_02583,ymiC,cds,small membrane protein YmiC,"GO:0005886, RefSeq:WP_001310756.1, SO:0001217, UniParc:UPI000209C3EA, UniRef:UniRef100_P0DPO1, UniRef:UniRef50_P0DPO1, UniRef:UniRef90_P0DPO1",ymiC
chromosome,cds,2585979,2586146,-,CS12_02584,ymiA,cds,YmiA family putative membrane protein,"RefSeq:WP_001297116.1, SO:0001217, UniParc:UPI00005EEC9F, UniRef:UniRef100_P58094, UniRef:UniRef50_P58094, UniRef:UniRef90_P58094",ymiA
chromosome,cds,2586149,2586277,-,CS12_02585,ymiA,cds,YmiA family putative membrane protein,"GO:0005886, RefSeq:WP_001295577.1, SO:0001217, UniParc:UPI0000697589, UniRef:UniRef100_P0CB62, UniRef:UniRef50_P0CB62, UniRef:UniRef90_P0CB62",ymiA
chromosome,IS_ir,2586382,2586404,,,,IS_ir,,,IS1A_ir
chromosome,,2586382,2587149,-,,,IS,,,IS1A
chromosome,cds,2586397,2586774,-,CS12_02586,,cds,IS1 family transposase,"GO:0004803, RefSeq:WP_000344405.1, SO:0001217, UniParc:UPI000000E2D9, UniRef:UniRef100_B1VCF3, UniRef:UniRef50_P0CF25, UniRef:UniRef90_B1VCF3",IS1 family transposase
chromosome,cds,2586819,2587094,-,CS12_02587,tnp,cds,IS1 family IS1A transposase ORF A,"IS:IS1A, RefSeq:WP_001403982.1, SO:0001217, UniParc:UPI00025103A0, UniRef:UniRef100_A0A2X3KAE7, UniRef:UniRef50_P19767, UniRef:UniRef90_A0A2X3KAE7",tnp
chromosome,IS_ir,2587127,2587149,,,,IS_ir,,,IS1A_ir
chromosome,cds,2587384,2588358,-,CS12_02588,cysB,cds,HTH-type transcriptional regulator CysB,"COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0005737, GO:0006355, GO:0019344, RefSeq:WP_000776253.1, SO:0001217, UniParc:UPI0000128CC1, UniRef:UniRef100_P0A9F3, UniRef:UniRef50_P0A9F3, UniRef:UniRef90_P0A9F3",cysB
chromosome,cds,2588568,2591165,-,CS12_02589,topA,cds,type I DNA topoisomerase,"BlastRules:WP_000513593, COG:COG0551, COG:L, EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005694, GO:0005737, GO:0006260, GO:0006265, GO:0046872, RefSeq:WP_001297122.1, SO:0001217, UniParc:UPI0000137136, UniRef:UniRef100_P06612, UniRef:UniRef50_P06612, UniRef:UniRef90_P06612",topA
chromosome,cds,2591545,2591796,+,CS12_02590,yciN,cds,Protein YciN,"GO:0005829, RefSeq:WP_001031530.1, SO:0001217, UniParc:UPI000013A6C6, UniRef:UniRef100_P0AB61, UniRef:UniRef50_P0AB61, UniRef:UniRef90_P0AB61",yciN
chromosome,cds,2591832,2592881,-,CS12_02591,sohB,cds,protease SohB,"COG:COG0616, COG:O, EC:3.4.21.-, GO:0004252, GO:0005886, GO:0006508, GO:0008233, KEGG:K04774, RefSeq:WP_000422045.1, SO:0001217, UniParc:UPI0000135C72, UniRef:UniRef100_P0AG14, UniRef:UniRef50_P0AG14, UniRef:UniRef90_P0AG14",sohB
chromosome,cds,2593101,2593859,+,CS12_02592,yciK,cds,YciK family oxidoreductase,"COG:COG1028, COG:I, EC:1.-.-.-, GO:0016491, RefSeq:WP_000559286.1, SO:0001217, UniParc:UPI0000036000, UniRef:UniRef100_P31808, UniRef:UniRef50_P31808, UniRef:UniRef90_P31808",yciK
chromosome,cds,2593856,2594446,+,CS12_02593,cobO,cds,"cob(I)yrinic acid a,c-diamide adenosyltransferase","COG:COG2109, COG:H, EC:2.5.1.17, GO:0005524, GO:0005737, GO:0006779, GO:0008817, GO:0009236, GO:0019250, KEGG:K19221, RefSeq:WP_001278906.1, SO:0001217, UniParc:UPI0000126B29, UniRef:UniRef100_P0A9H5, UniRef:UniRef50_P0A9H5, UniRef:UniRef90_P0A9H5",cobO
chromosome,cds,2594486,2595361,-,CS12_02594,rluB,cds,23S rRNA pseudouridine(2605) synthase RluB,"EC:5.4.99.22, GO:0000455, GO:0001522, GO:0003723, GO:0005829, GO:0009982, GO:0120159, GO:0160139, KEGG:K06178, RefSeq:WP_001291217.1, SO:0001217, UniParc:UPI000013A6C2, UniRef:UniRef100_P37765, UniRef:UniRef50_P37765, UniRef:UniRef90_P37765",rluB
chromosome,cds,2595572,2597467,-,CS12_02595,yciQ,cds,putative protein YciQ,"GO:0005886, RefSeq:WP_001326916.1, SO:0001217, UniParc:UPI000013A6C9, UniRef:UniRef100_P45848, UniRef:UniRef50_P45848, UniRef:UniRef90_P45848",yciQ
chromosome,cds,2597495,2598115,-,CS12_02596,yciO,cds,L-threonylcarbamoyladenylate synthase,"COG:COG0009, COG:J, EC:2.7.7.87, GO:0003725, GO:0006400, GO:0061710, RefSeq:WP_001295575.1, SO:0001217, UniParc:UPI000013A6C7, UniRef:UniRef100_P0AFR4, UniRef:UniRef50_P0AFR4, UniRef:UniRef90_P0AFR4",yciO
chromosome,cds,2598112,2598993,-,CS12_02597,yciV,cds,5'-3' exoribonuclease,"BlastRules:WP_000500442, COG:COG0613, COG:F, EC:3.1.13.-, EC:3.1.3.97, GO:0000166, GO:0004534, GO:0006364, GO:0035312, GO:0046872, GO:0097657, KEGG:K07053, RefSeq:WP_001285661.1, SO:0001217, UniParc:UPI0000137634, UniRef:UniRef100_P77766, UniRef:UniRef50_P77766, UniRef:UniRef90_P77766",yciV
chromosome,sorf,2599131,2599175,+,CS12_02598,trpL,sorf,trp operon leader peptide,"GO:0000162, RefSeq:WP_001700591.1, SO:0001217, UniParc:UPI000012E89C, UniRef:UniRef100_P0AD92, UniRef:UniRef50_P0AD92, UniRef:UniRef90_P0AD92",trpL
chromosome,ncRNA-region,2599152,2599245,+,,,ncRNA-region,Tryptophan operon leader,"RFAM:RF00513, SO:0000140",Tryptophan operon leader
chromosome,cds,2599267,2600829,+,CS12_02599,trpE,cds,anthranilate synthase component I,"COG:COG0147, COG:EH, EC:4.1.3.27, GO:0000162, GO:0004049, GO:0005950, GO:0046872, KEGG:K01657, RefSeq:WP_001194582.1, SO:0001217, UniParc:UPI00001375B8, UniRef:UniRef100_P00895, UniRef:UniRef50_P00898, UniRef:UniRef90_P00895",trpE
chromosome,cds,2600829,2602424,+,CS12_02600,trpD,cds,bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD,"COG:COG0547, COG:E, EC:2.4.2.18, EC:4.1.3.27, GO:0000162, GO:0000287, GO:0002047, GO:0004048, GO:0004049, KEGG:K13497, RefSeq:WP_000763511.1, SO:0001217, UniParc:UPI000016808C, UniRef:UniRef100_P00904, UniRef:UniRef50_P00904, UniRef:UniRef90_P00904",trpD
chromosome,cds,2602428,2603786,+,CS12_02601,trpF,cds,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF,"EC:4.1.1.48, EC:5.3.1.24, GO:0000162, GO:0004425, GO:0004640, GO:0006568, KEGG:K13498, RefSeq:WP_001340286.1, SO:0001217, UniParc:UPI000003CA87, UniRef:UniRef100_P00909, UniRef:UniRef50_P00909, UniRef:UniRef90_P00909",trpF
chromosome,cds,2603798,2604991,+,CS12_02602,trpB,cds,tryptophan synthase subunit beta,"COG:COG0133, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005737, GO:0006568, RefSeq:WP_000209520.1, SO:0001217, UniParc:UPI00001639B2, UniRef:UniRef100_P0A879, UniRef:UniRef50_P0A879, UniRef:UniRef90_P0A879",trpB
chromosome,cds,2604991,2605797,+,CS12_02603,trpA,cds,tryptophan synthase subunit alpha,"COG:COG0159, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005829, GO:0006568, KEGG:K01695, RefSeq:WP_000443067.1, SO:0001217, UniParc:UPI000011F0D1, UniRef:UniRef100_P0A877, UniRef:UniRef50_P0A877, UniRef:UniRef90_P0A877",trpA
chromosome,cds,2606178,2606357,+,CS12_02604,yciG,cds,putative protein YciG,"GO:0071978, KEGG:K06884, RefSeq:WP_000807651.1, SO:0001217, UniParc:UPI000013A6BD, UniRef:UniRef100_P21361, UniRef:UniRef50_P21361, UniRef:UniRef90_P21361",yciG
chromosome,cds,2606443,2606943,+,CS12_02605,yciF,cds,Protein YciF,"GO:0006974, GO:0042803, RefSeq:WP_001056490.1, SO:0001217, UniParc:UPI000013A6BC, UniRef:UniRef100_P21362, UniRef:UniRef50_P21362, UniRef:UniRef90_P21362",yciF
chromosome,cds,2606989,2607495,+,CS12_02606,yciE,cds,Protein YciE,"COG:COG3685, COG:P, RefSeq:WP_001079505.1, SO:0001217, UniParc:UPI000013A6BB, UniRef:UniRef100_P21363, UniRef:UniRef50_P21363, UniRef:UniRef90_P21363",yciE
chromosome,cds,2607555,2608193,-,CS12_02607,ompW,cds,outer membrane protein OmpW,"COG:COG3047, COG:M, GO:0009279, GO:0019867, GO:0055085, KEGG:K07275, RefSeq:WP_000737226.1, SO:0001217, UniParc:UPI0000130D1A, UniRef:UniRef100_P0A915, UniRef:UniRef50_P0A915, UniRef:UniRef90_P0A915",ompW
chromosome,cds,2608550,2609293,+,CS12_02608,yciC,cds,YciC family protein,"GO:0005886, RefSeq:WP_000028523.1, SO:0001217, UniParc:UPI0001DC550C, UniRef:UniRef100_A0A0A6SN82, UniRef:UniRef50_P21365, UniRef:UniRef90_P21365",yciC
chromosome,cds,2609323,2609862,+,CS12_02609,yciB,cds,septation protein A,"COG:COG2917, COG:D, GO:0005886, RefSeq:WP_000808667.1, SO:0001217, UniParc:UPI000012D9CB, UniRef:UniRef100_P0A710, UniRef:UniRef50_P0A710, UniRef:UniRef90_P0A710",yciB
chromosome,cds,2609967,2610365,+,CS12_02610,yciA,cds,acyl-CoA thioester hydrolase YciA,"COG:COG1607, COG:I, EC:3.1.2.-, EC:3.1.2.20, GO:0005829, GO:0006637, GO:0009062, GO:0016790, GO:0052816, RefSeq:WP_000108160.1, SO:0001217, UniParc:UPI000013A6B7, UniRef:UniRef100_P0A8Z0, UniRef:UniRef50_P0A8Z0, UniRef:UniRef90_P0A8Z0",yciA
chromosome,cds,2610405,2611139,-,CS12_02611,tonB,cds,TonB system transport protein TonB,"COG:COG0810, COG:M, GO:0005886, GO:0006879, GO:0009279, GO:0015031, GO:0015889, GO:0015891, GO:0016020, GO:0019904, GO:0030003, GO:0030288, GO:0030313, GO:0031992, GO:0042914, GO:0055085, GO:0098002, GO:0098797, GO:1902495, SO:0001217, UniParc:UPI000016EC8B, UniRef:UniRef100_A0A0A0FQP4, UniRef:UniRef50_P02929, UniRef:UniRef90_P02929",tonB
chromosome,cds,2611348,2611644,+,CS12_02612,yciI,cds,YciI family protein,"COG:COG2350, COG:QR, GO:0005829, RefSeq:WP_000967595.1, SO:0001217, UniParc:UPI000013A6C0, UniRef:UniRef100_P0AB55, UniRef:UniRef50_P0AB55, UniRef:UniRef90_P0AB55",yciI
chromosome,cds,2611944,2613197,+,CS12_02613,kch,cds,voltage-gated potassium channel protein,"COG:COG0569, COG:PT, GO:0005267, GO:0005886, GO:0006813, GO:0032991, GO:0042802, RefSeq:WP_001295624.1, SO:0001217, UniParc:UPI000012DCB1, UniRef:UniRef100_P31069, UniRef:UniRef50_P31069, UniRef:UniRef90_P31069",kch
chromosome,cds,2613252,2613458,-,CS12_02614,yciY,cds,putative protein YciY,"SO:0001217, UniParc:UPI0000DACE1B, UniRef:UniRef100_A5A613, UniRef:UniRef50_A5A613, UniRef:UniRef90_A5A613",yciY
chromosome,cds,2613568,2615028,+,CS12_02615,clsA,cds,cardiolipin synthase ClsA,"BlastRules:WP_000206886, COG:COG1502, COG:I, EC:2.7.8.-, GO:0005886, GO:0008808, GO:0016780, GO:0032049, KEGG:K06131, RefSeq:WP_000214516.1, SO:0001217, UniParc:UPI0000127B9D, UniRef:UniRef100_P0A6H8, UniRef:UniRef50_P0A6H8, UniRef:UniRef90_P0A6H8",clsA
chromosome,cds,2615063,2615392,+,CS12_02616,cls,cds,cardiolipin synthase,"COG:COG3099, COG:S, EC:2.7.8.-, GO:0008808, GO:0016780, GO:0032049, KEGG:K06131, RefSeq:WP_000366959.1, SO:0001217, UniParc:UPI000013A6CE, UniRef:UniRef100_P0A8L7, UniRef:UniRef50_P0A6H8, UniRef:UniRef90_P0A8L7",cls
chromosome,cds,2615445,2616449,-,CS12_02617,oppF,cds,murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF,"BlastRules:WP_000994906, BlastRules:WP_010906164, COG:COG0444, COG:EP, EC:7.4.2.-, EC:7.4.2.6, GO:0005524, GO:0005886, GO:0015031, GO:0015640, GO:0015833, GO:0015834, GO:0016020, GO:0016887, GO:0055052, GO:0140205, GO:0140207, RefSeq:WP_106490475.1, SO:0001217, UniParc:UPI000D0B5FAB, UniRef:UniRef100_UPI000D0B5FAB, UniRef:UniRef50_P77737, UniRef:UniRef90_P77737",oppF
chromosome,cds,2616446,2617459,-,CS12_02618,oppD,cds,murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppD,"BlastRules:WP_000110948, BlastRules:WP_011669112, EC:7.4.2.-, EC:7.4.2.6, GO:0005524, GO:0005886, GO:0015031, GO:0015833, GO:0016887, RefSeq:WP_000110945.1, SO:0001217, UniParc:UPI00005EECA9, UniRef:UniRef100_J7R0B1, UniRef:UniRef50_P76027, UniRef:UniRef90_P76027",oppD
chromosome,cds,2617471,2618379,-,CS12_02619,oppC,cds,oligopeptide ABC transporter permease OppC,"EC:7.4.2.-, GO:0005886, GO:0015031, GO:0015640, GO:0015834, GO:0016020, GO:0055052, GO:0055085, GO:0140205, GO:0140207, RefSeq:WP_000979661.1, SO:0001217, UniParc:UPI0000130D7C, UniRef:UniRef100_P0AFH6, UniRef:UniRef50_P0AFH6, UniRef:UniRef90_P0AFH6",oppC
chromosome,cds,2618394,2619314,-,CS12_02620,oppB,cds,oligopeptide ABC transporter permease OppB,"COG:COG0601, COG:EP, EC:7.4.2.-, GO:0005886, GO:0015031, GO:0015833, GO:0016020, GO:0055085, RefSeq:WP_000911112.1, SO:0001217, UniParc:UPI0000130D76, UniRef:UniRef100_P0AFH2, UniRef:UniRef50_P0AFH2, UniRef:UniRef90_P0AFH2",oppB
